sampleid,perwt,ftotinc,incwage,inctot,sex,age,educ,eduyears,degfield,hoursworked,raceethnicity,married,nchild,nchlt5,famsize,occtype,indtype,inschool,movedlastyear,hadchildlastyear,marriedlastyear,divorcedlastyear,disability,head,spouse,ownershp,homeowner,healthins,nocoverage,commutingtime,foreignborn,citizenship,region,statefip,metrohomeplace,metropop,metroba18pc
2576,70,42100,19000,19000,male,47,grade 9,9,n/a,45,nhother,1,0,0,2,salesandservicesandfood,hospitality,0,0,0,0,0,0,0,1,rented,0,no coverage,1,20,0,1,middle atlantic division,pennsylvania,1,274541,25.325615
2577,85,93600,42000,42300,female,43,5+ years of college,18,"public affairs, policy, and social work",45,nhwhite,1,0,0,2,businessfinance,health,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,45,0,1,south atlantic division,north carolina,1,456145,34.581039
2578,84,9500,22900,22900,male,21,1 year of college,13,n/a,40,nhwhite,0,1,0,3,salesandservicesandfood,professional,0,0,0,0,0,0,0,0,rented,0,public/employer,0,30,0,1,pacific division,california,1,13353907,31.398245
2579,21,78140,33600,33940,male,60,grade 12,12,n/a,41,nhwhite,1,0,0,2,manufandinstallation,manufacture,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,12,0,1,middle atlantic division,new york,0,,
2582,84,175300,40000,40000,female,23,grade 12,12,n/a,50,nhwhite,0,0,0,5,health,health,0,0,0,0,0,0,0,0,owned or being bought (loan),1,individual only,0,40,0,1,south atlantic division,north carolina,1,456145,34.581039
2583,105,79000,56000,56000,male,56,grade 12,12,n/a,45,nhwhite,0,1,0,2,manufandinstallation,retailtrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,no coverage,1,5,0,1,mountain division,new mexico,1,913113,29.337507
2585,34,175000,65000,65000,female,55,4 years of college,16,business,45,nhwhite,1,0,0,2,businessfinance,health,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,20,0,1,middle atlantic division,new york,1,1077948,31.557682
2587,33,43000,43000,43000,female,54,4 years of college,16,social sciences,50,nhwhite,0,1,0,2,social,health,0,0,0,0,0,0,1,0,rented,0,public/employer,0,20,0,1,east north central div,indiana,0,,
2589,73,31300,10200,10200,female,21,1 year of college,13,n/a,40,nhwhite,1,1,1,3,transportation,retailtrade,0,0,1,1,0,0,0,1,owned or being bought (loan),1,public/employer,0,20,0,1,west south central div,texas,1,7400479,31.686863
2591,89,50000,50000,50000,male,45,grade 11,11,n/a,40,nhwhite,0,0,0,1,salesandservicesandfood,wholesaletrade,0,0,0,0,1,0,1,0,owned or being bought (loan),1,no coverage,1,20,0,1,middle atlantic division,pennsylvania,1,840550,26.740967
2594,167,,23000,23000,male,27,1 year of college,13,n/a,40,nhblack,0,0,0,1,health,military,0,1,0,0,0,0,0,0,group quarter/institution,0,public/employer,0,3,0,1,east north central div,illinois,1,9533895,35.037014
2595,65,74000,56000,56000,male,36,grade 12,12,n/a,42,nhwhite,1,2,0,4,office,wholesaletrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,10,0,1,south atlantic division,virginia,0,,
2600,283,93200,38400,38400,female,46,grade 11,11,n/a,40,hispanic,1,1,0,3,salesandservicesandfood,health,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,60,1,0,pacific division,california,1,4727357,46.360546
2601,10,78000,130000,135000,female,54,4 years of college,16,business,42,nhwhite,0,0,0,2,salesandservicesandfood,finance,0,1,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,45,0,1,west north central div,nebraska,1,934184,33.472443
2602,70,97000,62000,62000,male,56,4 years of college,16,psychology,45,nhblack,1,1,0,3,transportation,professional,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,5,0,1,east south central div,alabama,0,,
2608,108,219000,216000,216000,male,64,4 years of college,16,environment and natural resources,50,nhwhite,1,0,0,2,businessfinance,transportation,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,75,0,1,east north central div,ohio,1,2180746,30.566542
2609,52,104600,45000,45000,female,42,grade 12,12,n/a,45,hispanic,0,2,0,6,health,health,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,45,0,1,pacific division,california,1,13353907,31.398245
2611,75,175500,75000,75000,male,56,2 years of college,14,n/a,40,nhwhite,1,0,0,2,social,health,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,45,0,1,south atlantic division,florida,1,182033,22.606268
2614,77,24500,24500,24500,male,60,grade 12,12,n/a,40,nhwhite,0,0,0,1,manufandinstallation,manufacture,0,0,0,0,0,0,1,0,rented,0,no coverage,1,20,0,1,pacific division,washington,0,,
2615,69,155300,65000,65000,female,30,4 years of college,16,business,40,nhwhite,1,1,1,3,office,professional,0,1,1,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,15,0,1,south atlantic division,north carolina,1,1335079,42.854328
2616,62,113500,46000,47500,female,31,grade 12,12,n/a,45,nhwhite,1,1,0,3,office,finance,0,1,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,25,0,1,south atlantic division,maryland,1,2808175,36.65374
2620,96,150700,34500,110500,male,34,4 years of college,16,medical and health sciences and services,60,nhblack,1,2,0,4,social,health,1,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,20,1,1,west north central div,minnesota,1,3600618,38.914993
2621,112,178240,36000,36010,male,32,1 year of college,13,n/a,40,hispanic,0,0,0,4,salesandservicesandfood,professional,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,0,0,1,pacific division,california,1,4727357,46.360546
2622,161,83000,43000,43000,female,58,1 year of college,13,n/a,39,nhblack,1,0,0,2,office,professional,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,45,0,1,west north central div,missouri,1,2807216,32.106228
2624,178,128000,93000,93000,female,26,4 years of college,16,medical and health sciences and services,42,nhwhite,1,0,0,2,health,health,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,10,0,1,middle atlantic division,pennsylvania,0,,
2626,55,218300,100000,100000,female,51,4 years of college,16,education administration and teaching,51,nhblack,1,1,0,3,health,education,1,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,0,1,1,middle atlantic division,new york,1,20320876,37.242645
2628,82,174000,25000,25000,female,22,grade 12,12,n/a,50,nhwhite,0,1,1,8,office,retailtrade,1,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,20,0,1,east north central div,michigan,1,4313002,28.965315
2632,62,77000,22000,22000,male,37,2 years of college,14,n/a,40,nhwhite,1,0,0,2,businessfinance,hospitality,0,0,0,0,0,0,0,1,rented,0,public/employer,0,10,0,1,east south central div,tennessee,0,,
2636,50,248000,125000,125000,male,43,4 years of college,16,business,55,nhwhite,1,3,0,6,businessfinance,manufacture,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,80,1,1,pacific division,california,1,4580670,19.302816
2638,99,63400,55000,55000,female,49,5+ years of college,18,"public affairs, policy, and social work",40,nhblack,0,0,0,3,social,education,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,30,0,1,south atlantic division,florida,1,6158824,29.833658
2640,98,40000,40000,40000,female,56,grade 12,12,n/a,40,nhwhite,0,0,0,2,office,retailtrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,20,0,1,mountain division,arizona,1,207200,12.709867
2641,262,130000,130000,130000,female,31,4 years of college,16,linguistics and foreign languages,40,nhasian,0,0,0,1,businessfinance,professional,0,0,0,0,0,0,0,0,rented,0,public/employer,0,30,0,1,pacific division,california,1,4727357,46.360546
2644,452,40000,40000,40000,male,31,grade 12,12,n/a,40,nhwhite,0,0,0,1,office,manufacture,0,0,0,0,0,0,1,0,rented,0,public/employer,0,7,0,1,east north central div,ohio,1,120589,17.346647
2645,56,84190,76000,76000,male,49,2 years of college,14,n/a,40,nhwhite,1,2,0,4,health,health,1,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,5,0,1,west south central div,texas,1,411339,16.196306
2647,88,150000,150000,150000,male,50,5+ years of college,18,engineering,40,nhasian,1,2,0,4,businessfinance,finance,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,60,1,1,middle atlantic division,new jersey,1,20320876,37.242645
2648,89,150000,150000,150000,male,35,5+ years of college,18,engineering,40,nhwhite,1,0,0,1,csmathengineering,professional,0,0,0,0,0,0,1,0,rented,0,public/employer,0,50,1,0,pacific division,california,1,1998463,47.724354
2649,103,110000,80000,80000,male,35,4 years of college,16,communications,50,nhwhite,1,2,1,4,military,military,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,20,0,1,east north central div,illinois,1,9533895,35.037014
2653,67,85000,85000,85000,female,38,5+ years of college,18,"english language, literature, and composition",50,nhwhite,0,0,0,1,science,education,1,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,35,0,1,south atlantic division,maryland,1,2808175,36.65374
2654,79,161000,73000,73000,female,34,5+ years of college,18,psychology,40,nhwhite,1,3,2,5,office,health,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,east north central div,illinois,1,9533895,35.037014
2655,24,,60000,60000,male,22,grade 12,12,n/a,60,hispanic,0,0,0,1,protection,military,0,1,0,0,0,0,0,0,group quarter/institution,0,public/employer,0,5,0,1,mountain division,wyoming,0,,
2657,32,37800,30000,30000,male,38,grade 12,12,n/a,80,nhwhite,0,2,0,3,csmathengineering,information,0,1,0,0,0,0,1,0,rented,0,public/employer,0,35,0,1,east south central div,alabama,0,,
2661,138,131000,90000,95000,female,64,5+ years of college,18,medical and health sciences and services,40,nhwhite,1,0,0,2,health,health,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,50,0,1,west north central div,missouri,0,,
2663,97,28000,28000,28000,female,30,2 years of college,14,n/a,40,nhblack,1,3,1,4,office,professional,1,0,0,0,0,0,1,0,owned or being bought (loan),1,no coverage,1,5,0,1,south atlantic division,georgia,0,,
2665,199,59000,10000,10000,female,43,grade 12,12,n/a,40,nhwhite,1,0,0,2,office,health,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,45,0,1,mountain division,arizona,1,1022769,29.677692
2669,31,68700,17500,17500,male,19,grade 11,11,n/a,40,nhblack,0,0,0,3,construction,construction,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,5,0,1,middle atlantic division,pennsylvania,0,,
2670,153,37000,37000,37000,male,57,grade 12,12,n/a,50,nhwhite,0,0,0,1,salesandservicesandfood,retailtrade,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,30,1,1,pacific division,california,1,13353907,31.398245
2671,292,90000,35000,35000,female,27,4 years of college,16,fine arts,45,nhwhite,1,0,0,2,businessfinance,wholesaletrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,5,0,1,south atlantic division,north carolina,0,,
2673,388,63400,30000,30000,male,54,grade 12,12,n/a,40,nhwhite,1,1,0,4,transportation,hospitality,0,0,0,0,0,0,0,1,rented,0,public/employer,0,30,0,1,pacific division,california,1,3337685,35.098385
2675,34,74400,60000,60000,male,49,grade 12,12,n/a,65,nhwhite,0,0,0,2,ruralextraction,ruralextraction,0,0,0,0,0,0,0,0,owned or being bought (loan),1,individual only,0,20,0,1,west north central div,nebraska,0,,
2679,37,62600,35000,35000,male,33,grade 11,11,n/a,40,nhnative,1,0,0,6,construction,construction,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,123,0,1,mountain division,arizona,0,,
2680,101,30000,60000,60000,female,28,5+ years of college,18,psychology,50,nhother,0,0,0,2,businessfinance,professional,0,1,0,0,0,0,0,0,rented,0,public/employer,0,0,0,1,west north central div,missouri,1,2807216,32.106228
2681,90,27000,12000,12000,female,23,1 year of college,13,n/a,40,nhwhite,0,1,1,3,office,professional,1,0,0,0,0,0,0,0,rented,0,public/employer,0,5,0,1,south atlantic division,north carolina,0,,
2682,161,220000,19000,19000,male,19,grade 12,12,n/a,40,nhwhite,0,0,0,4,manufandinstallation,finance,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,60,0,1,east north central div,ohio,1,803416,27.442104
2683,31,190000,120000,120000,male,58,1 year of college,13,n/a,60,nhwhite,1,0,0,2,businessfinance,construction,0,0,0,0,0,0,0,1,owned or being bought (loan),1,no coverage,1,60,0,1,pacific division,california,1,13353907,31.398245
2685,62,54000,54000,54000,male,47,5+ years of college,18,education administration and teaching,40,nhasian,1,2,0,4,educationlibrary,education,0,0,0,0,0,0,0,0,owned or being bought (loan),1,individual only,0,45,1,0,middle atlantic division,new york,1,20320876,37.242645
2686,14,119050,48000,48000,male,60,grade 12,12,n/a,40,nhwhite,1,4,0,7,transportation,wholesaletrade,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,35,0,1,east north central div,illinois,0,,
2688,116,55700,25000,25000,female,41,2 years of college,14,n/a,40,nhblack,1,4,0,6,office,health,0,0,0,0,0,0,0,1,rented,0,public/employer,0,75,0,1,middle atlantic division,pennsylvania,1,6096120,35.061737
2691,76,162000,50000,50000,male,54,1 year of college,13,n/a,50,nhwhite,1,1,0,3,salesandservicesandfood,retailtrade,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,15,0,1,east north central div,illinois,1,207596,30.159222
2692,108,374000,359000,359000,male,57,5+ years of college,18,interdisciplinary and multi-disciplinary studies (general),70,nhwhite,1,1,0,3,health,health,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,25,0,1,west south central div,oklahoma,1,1383737,28.040964
2695,36,70100,30000,30000,female,27,1 year of college,13,n/a,40,nhwhite,1,0,0,2,health,health,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,30,0,1,south atlantic division,georgia,0,,
2698,109,225010,100000,100000,female,37,5+ years of college,18,business,40,nhwhite,1,1,0,3,businessfinance,professional,0,1,0,0,0,1,1,0,owned or being bought (loan),1,public/employer,0,10,0,1,pacific division,california,1,893119,14.197259
2701,68,116900,97000,97000,female,49,5+ years of college,18,business,45,nhwhite,1,3,0,5,legal,public,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,20,0,1,middle atlantic division,new york,1,20320876,37.242645
2703,63,296000,218000,218000,male,43,5+ years of college,18,philosophy and religious studies,40,nhwhite,1,2,0,4,businessfinance,professional,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,0,0,1,south atlantic division,virginia,1,6216710,47.067619
2704,80,35300,27000,27000,female,27,2 years of college,14,n/a,40,nhwhite,0,0,0,2,office,professional,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,30,0,1,west north central div,nebraska,0,,
2705,90,455000,75000,75000,male,24,4 years of college,16,business,40,nhwhite,0,0,0,4,csmathengineering,professional,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,0,0,1,new england division,connecticut,1,949921,44.085873
2706,82,89910,56000,57500,female,64,4 years of college,16,fine arts,47,nhwhite,1,0,0,2,businessfinance,construction,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,30,0,1,mountain division,utah,1,666547,28.781639
2707,110,202000,50000,86000,male,54,4 years of college,16,criminal justice and fire protection,40,nhwhite,1,1,0,3,protection,public,0,0,0,0,0,1,1,0,owned or being bought (loan),1,public/employer,0,15,0,1,mountain division,utah,1,666547,28.781639
2714,55,108000,70000,70000,female,55,2 years of college,14,n/a,40,nhwhite,0,0,0,2,businessfinance,finance,0,1,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,125,0,1,mountain division,new mexico,1,913113,29.337507
2715,255,125010,55000,55000,female,42,1 year of college,13,n/a,45,nhwhite,1,2,0,4,salesandservicesandfood,wholesaletrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,40,0,1,middle atlantic division,pennsylvania,1,274541,25.325615
2718,205,32800,32800,32800,male,45,1 year of college,13,n/a,50,nhwhite,1,2,0,4,construction,manufacture,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,45,0,1,pacific division,california,1,4727357,46.360546
2723,96,49000,49000,49000,female,23,1 year of college,13,n/a,43,hispanic,0,0,0,1,salesandservicesandfood,information,0,1,0,0,0,0,1,0,rented,0,public/employer,0,30,0,1,west south central div,texas,1,2115827,40.612038
2724,42,119500,76000,76000,female,52,1 year of college,13,n/a,40,nhwhite,1,1,0,3,csmathengineering,public,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,15,0,1,west north central div,minnesota,0,,
2728,192,130000,60000,60000,female,54,grade 12,12,n/a,40,nhwhite,1,1,0,3,businessfinance,finance,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,10,0,1,middle atlantic division,new jersey,1,20320876,37.242645
2732,176,72500,12500,12500,female,43,grade 12,12,n/a,50,hispanic,1,0,0,2,salesandservicesandfood,hospitality,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,20,0,1,west south central div,louisiana,1,1275762,27.545013
2733,64,43000,43000,43000,male,29,4 years of college,16,biology and life sciences,40,nhwhite,0,1,0,3,science,professional,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,50,0,1,pacific division,washington,1,280588,32.740738
2734,312,142000,62000,62000,female,45,4 years of college,16,medical and health sciences and services,50,nhwhite,1,2,0,4,businessfinance,health,0,0,0,0,0,0,0,1,owned or being bought (loan),1,no coverage,1,40,0,1,west north central div,missouri,1,461469,25.359501
2735,457,194200,60000,60000,male,29,1 year of college,13,n/a,50,nhother,0,0,0,3,salesandservicesandfood,finance,0,0,0,0,0,1,0,0,owned or being bought (loan),1,public/employer,0,30,0,1,south atlantic division,north carolina,1,2525305,32.911201
2737,70,70000,70000,70000,male,37,1 year of college,13,n/a,40,nhwhite,0,1,0,3,salesandservicesandfood,retailtrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,individual only,0,42,0,1,south atlantic division,maryland,1,2808175,36.65374
2740,37,122000,52000,52000,female,37,grade 12,12,n/a,56,nhwhite,1,0,0,2,office,public,0,0,0,0,0,0,1,0,rented,0,public/employer,0,85,0,1,pacific division,california,1,229294,23.364317
